"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","SEX (CODE)","SEX (DISPLAY)","SEX (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","WPR","Western Pacific","","MNG","Mongolia","","FMLE","Female","","4.5 [2.9-6.3]","4.50000","2.90000","6.30000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","WPR","Western Pacific","","MNG","Mongolia","","FMLE","Female","","3.8 [2.2-5.9]","3.80000","2.20000","5.90000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","MYS","Malaysia","","FMLE","Female","","3.2 [2.3-4.3]","3.20000","2.30000","4.30000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","MYS","Malaysia","","FMLE","Female","","2.4 [1.9-3.1]","2.40000","1.90000","3.10000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","MYS","Malaysia","","FMLE","Female","","1.8 [1.2-2.4]","1.80000","1.20000","2.40000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","MYS","Malaysia","","FMLE","Female","","1.6 [1.0-2.2]","1.60000","1.00000","2.20000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","MYS","Malaysia","","FMLE","Female","","1.4 [0.8-2.1]","1.40000","0.80000","2.10000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","WPR","Western Pacific","","MYS","Malaysia","","FMLE","Female","","1.1 [0.5-1.8]","1.10000","0.50000","1.80000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","WPR","Western Pacific","","MYS","Malaysia","","FMLE","Female","","0.8 [0.3-1.6]","0.80000","0.30000","1.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","NIU","Niue","","FMLE","Female","","15.7 [8.4-24.2]","15.70000","8.40000","24.20000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","NIU","Niue","","FMLE","Female","","14.0 [8.4-20.1]","14.00000","8.40000","20.10000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","NIU","Niue","","FMLE","Female","","12.5 [7.8-17.2]","12.50000","7.80000","17.20000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","NIU","Niue","","FMLE","Female","","12.0 [8.0-17.0]","12.00000","8.00000","17.00000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","NIU","Niue","","FMLE","Female","","11.4 [6.9-15.9]","11.40000","6.90000","15.90000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","WPR","Western Pacific","","NIU","Niue","","FMLE","Female","","10.3 [5.4-15.6]","10.30000","5.40000","15.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","WPR","Western Pacific","","NIU","Niue","","FMLE","Female","","9.5 [4.3-15.7]","9.50000","4.30000","15.70000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","NRU","Nauru","","FMLE","Female","","63.9 [44.9-87.7]","63.90000","44.90000","87.70000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","NRU","Nauru","","FMLE","Female","","59.3 [41.3-80.6]","59.30000","41.30000","80.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","NRU","Nauru","","FMLE","Female","","55.5 [36.1-76.3]","55.50000","36.10000","76.30000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","NRU","Nauru","","FMLE","Female","","53.7 [31.8-77.1]","53.70000","31.80000","77.10000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","NRU","Nauru","","FMLE","Female","","52.0 [26.3-79.7]","52.00000","26.30000","79.70000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","WPR","Western Pacific","","NRU","Nauru","","FMLE","Female","","49.2 [21.6-84.1]","49.20000","21.60000","84.10000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","WPR","Western Pacific","","NRU","Nauru","","FMLE","Female","","46.8 [17.7-89.7]","46.80000","17.70000","89.70000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","PHL","Philippines","","FMLE","Female","","12.9 [10.0-16.0]","12.90000","10.00000","16.00000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","PHL","Philippines","","FMLE","Female","","11.2 [9.4-13.6]","11.20000","9.40000","13.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","PHL","Philippines","","FMLE","Female","","9.7 [8.1-11.5]","9.70000","8.10000","11.50000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","PHL","Philippines","","FMLE","Female","","9.2 [7.3-11.1]","9.20000","7.30000","11.10000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","PHL","Philippines","","FMLE","Female","","8.5 [6.6-10.8]","8.50000","6.60000","10.80000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","WPR","Western Pacific","","PHL","Philippines","","FMLE","Female","","7.4 [5.3-9.7]","7.40000","5.30000","9.70000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","WPR","Western Pacific","","PHL","Philippines","","FMLE","Female","","6.5 [4.3-9.3]","6.50000","4.30000","9.30000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","SGP","Singapore","","FMLE","Female","","5.8 [4.4-7.4]","5.80000","4.40000","7.40000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","SGP","Singapore","","FMLE","Female","","5.5 [4.4-6.6]","5.50000","4.40000","6.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","SGP","Singapore","","FMLE","Female","","5.3 [4.2-6.8]","5.30000","4.20000","6.80000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","SGP","Singapore","","FMLE","Female","","5.2 [3.9-6.6]","5.20000","3.90000","6.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","SGP","Singapore","","FMLE","Female","","5.0 [3.5-6.7]","5.00000","3.50000","6.70000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","WPR","Western Pacific","","SGP","Singapore","","FMLE","Female","","4.9 [3.0-7.1]","4.90000","3.00000","7.10000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","WPR","Western Pacific","","SGP","Singapore","","FMLE","Female","","4.7 [2.4-7.5]","4.70000","2.40000","7.50000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2000","2000","","WPR","Western Pacific","","TON","Tonga","","FMLE","Female","","15.1 [11.0-19.5]","15.10000","11.00000","19.50000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2005","2005","","WPR","Western Pacific","","TON","Tonga","","FMLE","Female","","14.3 [11.1-17.6]","14.30000","11.10000","17.60000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2010","2010","","WPR","Western Pacific","","TON","Tonga","","FMLE","Female","","13.6 [10.5-17.0]","13.60000","10.50000","17.00000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2012","2012","","WPR","Western Pacific","","TON","Tonga","","FMLE","Female","","13.3 [10.0-16.8]","13.30000","10.00000","16.80000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2015","2015","","WPR","Western Pacific","","TON","Tonga","","FMLE","Female","","13.0 [8.7-17.0]","13.00000","8.70000","17.00000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2020","2020","","WPR","Western Pacific","","TON","Tonga","","FMLE","Female","","12.4 [7.7-17.8]","12.40000","7.70000","17.80000","","",""
"TOBACCO_0000000192","Prevalence of smoking any tobacco product among persons aged >= 15 years","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/346","PUBLISHED","Published","","2025","2025","","WPR","Western Pacific","","TON","Tonga","","FMLE","Female","","11.9 [5.8-18.0]","11.90000","5.80000","18.00000","","",""
